loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,customer_age,monthly_income,employment_type,credit_score,region,emi_delay_days,loan_status,emi_amount
71192,5442,Home,3030167,10.52,12,34,83150,Self-Employed,790,North,9,Paid,279078.3807
71193,5050,Credit Card,4973637,13.23,36,30,36675,Self-Employed,423,North,10,Paid,156434.6993
71194,5413,Personal,1094525,18.82,12,53,91865,Salaried,517,North,2,Active,108376.2171
71195,6179,Personal,659132,21.1,60,25,98554,Salaried,302,South,1,Active,13303.48087
71196,5200,Personal,1251934,10.08,60,27,70902,Salaried,342,South,6,Active,22968.81579
71197,5955,Personal,2492213,17.68,36,44,140780,Salaried,325,East,18,Paid,81467.67384
71198,5372,Personal,3549391,20.22,12,40,117391,Self-Employed,657,West,13,Paid,355589.8217
71199,5647,Credit Card,716403,12.1,36,53,132800,Salaried,587,North,14,Paid,22307.99342
71200,5739,Auto,4097168,16.11,60,25,197846,Salaried,536,South,15,Active,79287.02941
71201,5189,Auto,582795,13.07,12,55,81773,Salaried,464,East,5,Paid,54913.85888
71202,5941,Credit Card,4394996,13.87,36,48,94610,Salaried,850,North,2,Paid,139016.1651
71203,5089,Home,2100563,10.34,12,51,116250,Self-Employed,457,North,8,Paid,193146.7678
71204,6189,Auto,441022,19.19,60,30,181249,Salaried,670,South,23,Paid,8760.90203
71205,6486,Credit Card,545974,18.08,24,26,142342,Self-Employed,642,South,2,Paid,26861.9208
71206,5587,Personal,2682261,11.85,36,54,161022,Salaried,638,West,15,Active,83336.35913
71207,5143,Auto,4055797,11.49,240,27,82321,Salaried,574,East,13,Paid,18840.86698
71208,6131,Credit Card,3216469,10.79,24,29,146026,Salaried,504,North,0,Paid,148480.2502
71209,5535,Home,3008887,17.11,240,22,132091,Self-Employed,359,West,10,Paid,14682.11486
71210,5195,Auto,1856703,17.62,36,48,82008,Self-Employed,818,East,30,Paid,60662.61302
71211,5316,Home,1979540,12.71,60,24,92020,Self-Employed,736,North,12,Paid,37185.6589
71212,5090,Credit Card,1020893,13.24,36,40,34469,Salaried,528,North,6,Paid,32112.75648
71213,6484,Auto,1726649,20.2,120,55,170862,Self-Employed,648,North,6,Paid,17295.26748
71214,5419,Auto,1148640,10.17,120,45,71007,Salaried,525,East,8,Active,10545.4724
71215,6399,Personal,2168073,16.03,120,24,81456,Self-Employed,376,East,7,Paid,20963.45918
71216,6187,Home,2348010,14.98,36,27,147997,Self-Employed,686,North,7,Paid,74992.8305
71217,6064,Auto,3944347,15.15,240,37,196991,Self-Employed,682,West,14,Paid,18924.64821
71218,6003,Home,1816354,15.44,12,33,170136,Salaried,781,West,22,Active,174733.2548
71219,6171,Auto,1219551,10.78,60,50,176966,Self-Employed,309,North,16,Default,22516.97663
71220,5396,Auto,1267501,9.7,240,25,179547,Salaried,432,South,15,Paid,5793.535821
71221,6225,Auto,3526170,20.53,240,31,95669,Self-Employed,739,West,29,Default,17708.71959
71222,5248,Credit Card,1305647,18.77,36,51,114353,Salaried,516,West,1,Default,43075.47061
71223,5087,Auto,2515331,21.44,12,31,197310,Self-Employed,759,North,12,Active,254551.4972
71224,6314,Auto,1639618,8.35,24,39,100231,Self-Employed,369,West,6,Paid,74021.92096
71225,5231,Credit Card,3877587,18.9,120,47,57604,Salaried,525,South,1,Paid,38420.42453
71226,6262,Personal,661221,8.98,12,44,72560,Salaried,619,North,0,Default,60049.88715
71227,6250,Home,4455898,16.5,24,47,136798,Salaried,392,West,6,Paid,216296.7154
71228,6420,Home,87090,9.9,12,37,50043,Salaried,867,East,24,Active,7975.9925
71229,5878,Home,3871941,10.08,240,56,134185,Self-Employed,612,North,4,Active,17759.30272
71230,5823,Credit Card,4099799,20.83,24,55,99771,Self-Employed,754,North,2,Active,206407.7972
71231,5737,Auto,2488830,9.47,60,40,66759,Salaried,473,North,11,Default,45408.70335
71232,5483,Auto,4777408,20.88,36,37,76680,Salaried,638,South,3,Paid,160414.7442
71233,5909,Auto,225347,18.13,12,27,131260,Salaried,630,East,10,Active,22183.53426
71234,5982,Auto,3104720,16.07,240,21,56231,Self-Employed,499,North,5,Paid,15015.2021
71235,5281,Personal,889841,14.26,36,50,167665,Self-Employed,834,West,7,Paid,28242.56463
71236,5538,Credit Card,1451583,15.65,24,31,38003,Self-Employed,835,West,9,Paid,69948.15581
71237,5946,Credit Card,3828425,13.47,60,45,44527,Self-Employed,514,West,9,Paid,72401.89746
71238,6306,Auto,4500673,13.02,240,36,30615,Salaried,593,West,23,Default,21194.41927
71239,5705,Home,939507,8.71,60,35,98784,Self-Employed,678,East,5,Paid,17022.301
71240,5449,Home,2286001,12.3,120,31,92628,Salaried,301,West,1,Paid,21393.15936
71241,6040,Home,3594446,8.83,240,33,156221,Self-Employed,384,North,1,Default,16299.31492
71242,5478,Home,888826,12.91,240,47,137138,Self-Employed,684,West,8,Paid,4181.555986
71243,5915,Credit Card,4650850,20.36,120,31,110352,Self-Employed,580,East,20,Paid,46648.0255
71244,5367,Auto,2056489,15.83,36,42,199888,Salaried,892,North,11,Active,66167.53358
71245,6189,Credit Card,3020862,15.81,36,56,150685,Salaried,858,South,9,Paid,97179.45228
71246,6122,Personal,1724870,18.96,240,31,185585,Salaried,737,East,1,Active,8549.605633
71247,5621,Personal,3303528,15.25,12,26,109383,Self-Employed,305,South,3,Active,317276.335
71248,6185,Home,2564214,13.97,24,23,185975,Salaried,400,East,5,Active,121768.1123
71249,6219,Credit Card,658754,21.7,36,32,54538,Self-Employed,430,East,3,Paid,22269.54494
71250,5336,Credit Card,4194878,20.3,60,50,77755,Self-Employed,474,South,14,Active,84107.3039
71251,5367,Personal,4355224,11.68,12,44,47645,Self-Employed,846,North,22,Default,405326.1803
71252,6400,Personal,4555600,8.13,24,49,48651,Salaried,515,West,6,Paid,205248.7617
71253,5370,Personal,4126058,12.47,12,25,141588,Self-Employed,848,South,7,Paid,386714.7861
71254,5668,Auto,1966847,12.39,36,50,124191,Self-Employed,482,East,9,Active,61403.87065
71255,6178,Auto,4137145,20.3,60,54,165900,Self-Employed,797,North,3,Paid,82949.75725
71256,5398,Personal,1823221,8.06,240,23,121744,Salaried,871,North,9,Paid,8209.052553
71257,5475,Credit Card,2875135,15.28,24,34,85684,Self-Employed,461,East,4,Paid,138102.3178
71258,5044,Home,1444956,10.85,120,28,87254,Salaried,565,West,6,Paid,13347.78105
71259,5662,Home,2370969,8.34,120,46,65382,Salaried,552,South,6,Active,21405.89846
71260,5000,Auto,1199599,10.79,120,48,121615,Salaried,517,South,4,Paid,11075.29777
71261,5284,Home,3363064,16.42,120,36,193520,Self-Employed,798,West,5,Default,32627.32591
71262,5644,Credit Card,4594284,15.8,240,47,109855,Salaried,706,South,16,Paid,22167.4203
71263,5974,Home,3472350,17.55,36,55,190050,Self-Employed,598,West,17,Active,113381.8729
71264,6344,Personal,420880,20.98,120,38,31278,Self-Employed,640,West,3,Paid,4243.171867
71265,5275,Home,2469450,15.95,36,32,181973,Self-Employed,533,West,15,Paid,79536.86875
71266,5666,Personal,660662,16.9,120,30,145175,Salaried,876,North,8,Paid,6435.948983
71267,5638,Auto,172537,21.28,60,32,58660,Salaried,564,West,12,Paid,3487.547893
71268,5937,Auto,4004573,19.33,12,23,140941,Self-Employed,658,East,15,Paid,398221.4134
71269,6468,Auto,1735170,16.63,36,27,50989,Self-Employed,403,South,3,Default,56214.68808
71270,6235,Home,4009497,9.4,24,31,83351,Salaried,760,East,8,Paid,182766.2383
71271,5853,Credit Card,4173641,20.91,36,52,178671,Self-Employed,768,East,26,Default,140176.3704
71272,6354,Credit Card,897522,16.72,12,52,176292,Salaried,573,West,11,Paid,87298.9732
71273,6234,Personal,3990427,21.25,24,57,88343,Self-Employed,401,South,18,Paid,201599.6974
71274,5056,Home,1730581,10.97,60,23,50768,Self-Employed,522,West,22,Default,32007.0956
71275,6163,Credit Card,3382206,8.16,12,28,120819,Self-Employed,510,South,15,Default,304849.5008
71276,5511,Home,3457747,8.4,240,32,29651,Salaried,756,West,0,Paid,15617.49062
71277,5177,Auto,4523294,9.3,60,49,142739,Self-Employed,836,East,2,Paid,82399.33903
71278,5306,Auto,4996618,12.23,36,56,46363,Salaried,708,South,3,Paid,155769.5662
71279,6074,Auto,610980,10.61,60,23,69394,Salaried,694,North,4,Paid,11263.4163
71280,5593,Credit Card,4669934,13.15,12,42,124099,Salaried,571,South,10,Active,440335.8601
71281,6068,Personal,1470684,11.09,24,46,36544,Self-Employed,798,West,15,Paid,68074.28565
71282,5148,Personal,4258109,19.97,240,58,190444,Salaried,670,North,11,Default,21285.22236
71283,6189,Auto,4329587,14.1,36,39,198908,Self-Employed,852,West,6,Default,137223.8546
71284,5532,Credit Card,3118043,13.25,24,38,81961,Self-Employed,584,West,5,Paid,147132.6541
71285,5727,Home,2774072,10.14,24,32,161678,Self-Employed,344,East,11,Active,127306.7875
71286,6312,Credit Card,1653702,16.07,36,57,120448,Self-Employed,351,West,10,Paid,53318.10865
71287,6195,Home,4648631,21.87,36,55,186502,Salaried,816,East,0,Paid,157369.0722
71288,5326,Home,4576784,11.74,120,23,152550,Self-Employed,713,East,7,Default,42617.48701
71289,5724,Auto,3278150,20.58,24,34,68457,Salaried,893,South,4,Default,164699.7196
71290,6270,Personal,1289829,13.19,120,32,116270,Self-Employed,742,West,4,Active,12166.31204
71291,5241,Auto,2183841,18.94,36,39,43295,Self-Employed,746,North,17,Active,72151.68015
71292,5224,Credit Card,2300153,10.62,24,22,175475,Self-Employed,652,West,19,Paid,106017.8854
71293,5591,Home,2958912,14.12,36,32,38703,Self-Employed,502,North,12,Paid,93797.5104
71294,5797,Auto,1275223,16.82,12,25,132536,Self-Employed,772,South,12,Default,124142.9591
71295,5130,Home,1551553,19.05,36,55,36879,Self-Employed,503,West,6,Paid,51308.99574
71296,5389,Auto,4534599,14.45,120,51,46855,Salaried,441,South,4,Paid,43248.73796
71297,5115,Home,238212,15.52,36,21,146777,Salaried,722,North,4,Active,7643.9584
71298,5703,Personal,2611461,21.92,240,23,133839,Self-Employed,325,South,4,Paid,13266.22188
71299,6105,Credit Card,3002007,8.87,240,50,36347,Salaried,523,West,12,Active,13617.85425
71300,6412,Personal,1977457,18.05,12,40,87530,Salaried,602,West,9,Active,194532.3324
71301,5185,Auto,2220587,15.85,12,53,54810,Salaried,325,South,1,Paid,214379.17
71302,6360,Credit Card,4299635,16.18,60,46,145671,Salaried,302,North,6,Paid,83255.26572
71303,5672,Credit Card,3549506,12.72,240,51,161216,Salaried,395,North,15,Active,16670.84651
71304,6264,Credit Card,4856599,20.89,12,52,163360,Salaried,570,North,2,Paid,489261.8776
71305,6435,Home,1275748,18.25,24,59,126237,Salaried,618,South,3,Paid,62857.16708
71306,5848,Auto,2539113,11.59,60,57,165672,Self-Employed,430,West,6,Active,47223.26994
71307,5779,Auto,1321987,11.52,36,23,38051,Self-Employed,362,East,5,Active,40952.21951
71308,5814,Credit Card,3387013,13.5,24,44,185958,Self-Employed,393,East,19,Active,160177.4898
71309,5140,Auto,4602533,11.17,36,24,194327,Self-Employed,344,East,13,Paid,142128.776
71310,6064,Home,2589670,16.5,24,29,95607,Salaried,599,South,2,Paid,125706.8979
71311,6158,Personal,4087817,19.27,24,33,85498,Self-Employed,837,East,30,Paid,203147.4723
71312,6116,Personal,3039000,11.19,240,28,80114,Self-Employed,681,West,11,Paid,14079.43375
71313,5375,Auto,3029161,15.33,120,47,75740,Salaried,773,South,4,Default,29112.76151
71314,6153,Credit Card,4648060,16.49,24,46,185877,Self-Employed,793,East,1,Active,225605.2123
71315,5604,Credit Card,4884032,17.7,120,53,25672,Salaried,502,North,19,Paid,47904.21387
71316,5099,Home,2630770,17.07,12,44,145273,Self-Employed,400,West,9,Active,256653.5366
71317,5513,Personal,4024999,13.32,60,59,79646,Self-Employed,542,North,13,Active,76018.81445
71318,5282,Home,2630866,17.47,24,28,41590,Salaried,783,East,1,Paid,128769.9288
71319,5989,Home,640020,13.89,36,29,88171,Self-Employed,427,West,14,Paid,20247.74383
71320,5485,Personal,3146379,13.69,36,33,29049,Self-Employed,480,South,4,Paid,99364.39681
71321,5208,Credit Card,633359,10.33,240,56,52026,Self-Employed,702,North,12,Default,2911.604103
71322,5743,Auto,951261,9.82,24,42,113491,Salaried,895,North,10,Paid,43528.11793
71323,5332,Home,2307219,10.42,12,45,140702,Self-Employed,472,South,7,Default,212302.6017
71324,5458,Credit Card,2884939,12.66,60,43,85160,Self-Employed,397,East,13,Paid,54169.53796
71325,6043,Home,3037851,17.83,12,45,109021,Salaried,470,South,7,Paid,298291.6528
71326,5690,Home,1318245,20.41,120,56,22561,Self-Employed,429,South,3,Paid,13227.49004
71327,6352,Credit Card,1879297,19.35,12,59,167862,Salaried,714,West,9,Active,186911.7475
71328,5227,Home,2074837,9.8,120,21,156564,Salaried,658,South,6,Active,18984.75855
71329,6396,Credit Card,703146,20.43,12,58,64318,Salaried,621,West,17,Paid,70566.56065
71330,6181,Credit Card,4089131,20.67,12,39,134004,Salaried,472,West,18,Active,411196.1981
71331,5690,Credit Card,513293,14.89,24,36,138714,Salaried,618,South,9,Paid,24571.76365
71332,5084,Credit Card,4820905,12.14,240,55,44823,Salaried,529,East,4,Paid,22525.67861
71333,5233,Auto,614679,8.6,24,29,55824,Salaried,662,South,1,Default,27814.22475
71334,6195,Home,377487,17.1,24,39,35429,Salaried,303,North,4,Paid,18418.21988
71335,5026,Credit Card,4506742,14.18,120,39,131299,Self-Employed,804,West,11,Active,42881.65013
71336,5113,Credit Card,3634881,12.36,60,26,152007,Salaried,806,South,18,Paid,68069.20486
71337,5521,Personal,316847,11.41,12,28,20961,Self-Employed,678,West,2,Paid,29416.60356
71338,5862,Credit Card,1814051,17.52,240,39,75357,Salaried,585,East,6,Paid,8882.803063
71339,5323,Credit Card,1957267,14.83,12,39,188405,Salaried,523,South,1,Default,187294.1413
71340,5411,Auto,888885,12.68,12,59,50998,Salaried,375,West,12,Paid,83466.3015
71341,5931,Personal,231027,18.38,120,40,164429,Self-Employed,597,North,3,Default,2279.081355
71342,6408,Credit Card,920784,20.91,60,27,194622,Self-Employed,814,East,2,Paid,18555.33224
71343,5604,Home,265976,15.98,12,31,93352,Self-Employed,810,West,1,Paid,25706.5804
71344,5005,Home,1300956,14.03,60,37,148252,Salaried,726,West,1,Paid,24724.66878
71345,6285,Auto,903783,8.81,12,35,113222,Salaried,850,South,4,Default,81950.52353
71346,5748,Personal,3638205,18.49,24,43,184251,Self-Employed,743,West,4,Paid,179621.2127
71347,6046,Auto,2669233,17.42,120,52,34079,Salaried,784,West,4,Default,26118.4449
71348,5142,Personal,516389,14.1,24,28,193700,Self-Employed,653,East,10,Default,24549.99371
71349,5885,Personal,3451391,11.01,24,40,143644,Self-Employed,547,West,8,Active,159641.2145
71350,6389,Home,3916288,13.72,12,40,183779,Self-Employed,401,West,1,Paid,371133.5595
71351,5657,Credit Card,571512,20.31,120,52,33725,Salaried,606,North,3,Paid,5729.88406
71352,5660,Credit Card,2233628,8.98,12,21,61707,Salaried,472,North,13,Paid,202850.6495
71353,5301,Home,2107949,13.67,12,24,167841,Salaried,372,West,21,Paid,199675.469
71354,5586,Home,3654195,21.57,60,35,170691,Self-Employed,340,East,15,Paid,74040.08102
71355,6395,Auto,366684,14.46,60,54,166146,Salaried,705,South,17,Paid,6995.10844
71356,6252,Auto,2901099,15.79,240,40,47331,Self-Employed,492,South,15,Paid,13996.59388
71357,5740,Auto,3639794,12.38,12,40,107545,Salaried,686,South,0,Paid,340866.7081
71358,6108,Auto,3350358,10.07,36,29,68824,Self-Employed,513,West,6,Active,102437.1959
71359,6060,Credit Card,1309349,20.59,240,43,66554,Salaried,557,West,24,Paid,6578.933163
71360,5563,Auto,2662776,19.41,120,41,151827,Salaried,528,North,7,Active,26496.84018
71361,6443,Personal,2659455,15.35,24,40,24266,Self-Employed,408,South,27,Active,127820.0559
71362,5402,Personal,1303465,18.11,12,44,190834,Salaried,635,North,3,Active,128293.5426
71363,5397,Personal,75118,12.12,36,49,146881,Salaried,703,North,16,Active,2339.508378
71364,5192,Personal,4685869,10.89,36,40,163712,Salaried,338,West,1,Default,144337.7815
71365,5010,Personal,4866478,21.13,24,21,70142,Salaried,727,West,4,Default,245615.2001
71366,5560,Home,2584897,21.71,120,37,69863,Salaried,391,East,2,Active,26217.31782
71367,5972,Personal,2369258,12.95,120,38,194392,Salaried,322,West,13,Paid,22300.64093
71368,6297,Credit Card,3622463,17.98,240,29,69529,Salaried,312,North,22,Active,17807.42436
71369,6117,Credit Card,1724563,11.11,24,51,167406,Salaried,594,West,10,Paid,79840.08122
71370,5367,Auto,2634334,21.42,60,52,24744,Self-Employed,810,East,12,Active,53310.13905
71371,5740,Personal,3641322,19.3,120,45,186749,Salaried,307,East,10,Active,36200.80955
71372,5936,Credit Card,3543692,8.86,36,42,103658,Self-Employed,627,South,18,Active,107157.3086
71373,5514,Home,3347683,13.51,24,22,81170,Self-Employed,879,North,10,Paid,158331.4572
71374,5090,Home,2122336,11.44,240,57,116020,Salaried,323,East,10,Active,9854.713493
71375,6084,Home,3784427,19.19,24,21,135552,Salaried,595,North,5,Paid,187944.1059
71376,6277,Home,4344886,13.01,12,23,46157,Salaried,899,South,0,Paid,409179.6391
71377,5132,Home,1108183,14.43,120,43,35697,Salaried,316,South,10,Default,10567.44839
71378,5264,Auto,1171935,18.96,36,58,151927,Salaried,709,East,0,Default,38725.941
71379,5559,Auto,2030924,13.11,240,44,183652,Salaried,880,North,12,Paid,9571.575568
71380,5289,Credit Card,2692205,16.53,60,41,29839,Self-Employed,878,East,22,Paid,52287.10811
71381,6084,Auto,4066474,19.88,24,32,159165,Salaried,320,South,11,Paid,203120.3763
71382,6074,Home,548513,12.73,36,22,44153,Self-Employed,650,West,5,Active,17176.07514
71383,5558,Home,556150,18.7,12,38,171057,Self-Employed,893,West,0,Paid,55012.50417
71384,6000,Personal,2857232,19.29,12,21,160640,Self-Employed,700,North,2,Paid,284032.6711
71385,6496,Home,1341594,15.52,240,23,25342,Self-Employed,894,South,1,Paid,6457.53912
71386,5191,Auto,1477490,13.35,60,26,148464,Self-Employed,717,North,2,Paid,27912.24858
71387,6203,Home,3047434,11.3,120,26,162960,Salaried,535,West,14,Paid,28264.95035
71388,5317,Home,921201,10.13,60,44,111336,Salaried,746,East,20,Paid,16908.64436
71389,6161,Personal,3062621,10.29,24,29,46075,Self-Employed,738,East,10,Default,140740.1959
71390,5821,Auto,3251752,21.37,36,24,73143,Self-Employed,685,East,0,Paid,109629.2056
71391,5343,Auto,2050256,20.95,120,35,163160,Salaried,803,North,14,Active,20664.87193
71392,6305,Auto,3729914,11.1,24,43,108128,Self-Employed,859,West,28,Paid,172663.9356
71393,6347,Auto,4738994,9.55,240,39,34328,Self-Employed,319,South,8,Paid,21631.53303
71394,5953,Personal,1348880,12.8,24,48,94771,Self-Employed,710,West,7,Paid,63397.36
71395,5305,Auto,1620617,17.23,12,56,140028,Salaried,621,South,1,Paid,158320.7758
71396,5918,Credit Card,1154423,9.77,120,30,150971,Salaried,633,South,14,Active,10560.08439
71397,5336,Home,3993624,12.55,24,22,148544,Self-Employed,407,North,6,Paid,187284.3255
71398,6087,Credit Card,2149642,9.84,60,21,67841,Salaried,774,East,3,Paid,39352.77955
71399,6241,Credit Card,4946001,18.46,36,47,132501,Salaried,536,South,4,Paid,162750.9107
71400,5175,Personal,1872588,12.7,120,57,106591,Self-Employed,738,South,17,Active,17586.7223
71401,5023,Auto,1491144,19.43,60,27,144248,Self-Employed,637,West,8,Default,29681.22132
71402,5104,Home,601090,15.69,60,46,61204,Self-Employed,457,South,11,Default,11590.01702
71403,5500,Personal,2311876,8.3,120,48,47115,Salaried,691,East,17,Paid,20864.6809
71404,6069,Auto,4888832,19.59,12,44,33314,Self-Employed,811,West,1,Paid,487212.8491
71405,5532,Personal,2429375,21.68,12,22,136732,Self-Employed,649,West,21,Paid,246338.625
71406,6151,Personal,1087322,17.82,36,51,48442,Self-Employed,589,North,2,Paid,35585.63279
71407,5848,Auto,2509434,19.24,12,43,40829,Self-Employed,676,East,5,Default,249354.0918
71408,5754,Auto,2198980,17.35,24,49,96174,Salaried,732,East,0,Active,107520.9596
71409,6386,Credit Card,3276374,8.05,12,45,61295,Self-Employed,628,South,6,Active,295010.1756
71410,6081,Auto,941656,19.97,240,43,131172,Salaried,828,North,3,Paid,4707.10293
71411,5866,Auto,1444045,10.9,24,26,143009,Self-Employed,721,South,13,Default,66726.91271
71412,5044,Home,515744,8.34,120,53,92146,Salaried,335,North,10,Paid,4656.308747
71413,6080,Credit Card,1527851,20.26,36,43,97917,Salaried,698,East,18,Paid,51038.71146
71414,5177,Personal,4861995,11.52,240,40,109878,Self-Employed,521,North,15,Paid,22592.0701
71415,6366,Auto,2577702,21.66,240,33,111838,Salaried,898,South,9,Paid,13066.80106
71416,5108,Personal,2710932,10.96,60,50,147881,Salaried,640,West,4,Paid,50134.16912
71417,5275,Home,1460576,10.59,36,48,63067,Self-Employed,703,South,3,Paid,44868.08329
71418,6178,Home,1937874,8.31,240,46,88221,Salaried,818,South,18,Active,8745.463872
71419,5245,Credit Card,1608583,8.83,12,29,27393,Self-Employed,663,East,5,Default,145885.0732
71420,5755,Home,2091462,19.02,120,31,20918,Self-Employed,463,East,19,Default,20743.81727
71421,5849,Personal,2467802,13.38,12,29,194480,Salaried,866,West,9,Active,233166.159
71422,5009,Auto,461030,10.75,120,39,126159,Self-Employed,486,West,7,Paid,4254.922708
71423,5991,Home,1054276,19.11,120,21,127863,Self-Employed,775,West,3,Paid,10464.56786
71424,5225,Personal,303299,19.87,36,23,157478,Self-Employed,390,East,7,Paid,10099.0142
71425,5929,Personal,119359,17.25,240,53,179645,Self-Employed,615,South,11,Active,583.1184479
71426,5532,Auto,3604130,19.2,24,45,180693,Self-Employed,351,South,0,Paid,179005.1233
71427,5187,Auto,409770,19.44,120,42,75879,Self-Employed,370,North,9,Paid,4078.5774
71428,5440,Home,4943703,12.37,36,50,150469,Salaried,422,East,12,Default,154312.1961
71429,6131,Credit Card,2236230,11.52,24,32,57036,Salaried,420,North,4,Paid,103910.154
71430,6067,Auto,3274816,13.93,120,46,160584,Self-Employed,836,East,0,Paid,31091.64891
71431,6229,Personal,1452200,8.45,24,38,25418,Self-Employed,694,North,19,Paid,65621.2875
71432,5768,Credit Card,511975,16.63,36,57,57277,Self-Employed,890,North,4,Active,16586.56785
71433,5086,Credit Card,3699699,16.22,24,28,151776,Self-Employed,875,North,14,Paid,179157.9241
71434,5302,Personal,1878538,10.45,12,53,59843,Salaried,560,North,10,Paid,172903.7684
71435,5644,Credit Card,4153364,13.71,240,44,88748,Salaried,357,South,10,Paid,19678.29252
71436,5867,Credit Card,2354666,16.25,24,25,179007,Salaried,802,North,5,Paid,114054.1344
71437,5463,Auto,217814,8.83,24,30,65642,Salaried,456,East,12,Paid,9876.957342
71438,6064,Personal,1566999,14.51,120,37,175076,Self-Employed,408,West,7,Active,14953.08796
71439,6460,Personal,4845083,21.44,12,26,98663,Salaried,408,South,7,Active,490322.3996
71440,6260,Personal,986621,16.99,36,44,59272,Salaried,739,North,13,Active,32062.44189
71441,5996,Auto,274914,15.89,12,21,46512,Self-Employed,749,East,5,Active,26549.81955
71442,5318,Auto,422084,14.38,36,28,38528,Salaried,714,North,7,Default,13410.54664
71443,5817,Auto,845836,11.99,36,31,166764,Salaried,818,North,7,Active,26312.54823
71444,5158,Credit Card,4213535,11.41,120,31,126005,Self-Employed,680,East,1,Paid,39119.1612
71445,5772,Auto,2402619,13.95,24,29,188553,Salaried,867,South,13,Active,114074.3479
71446,5240,Auto,219188,17.59,120,24,177951,Salaried,537,North,19,Active,2147.859743
71447,6481,Auto,1681722,8.98,36,43,152453,Self-Employed,526,North,13,Default,50909.4621
71448,5013,Home,2633347,14.9,120,29,28079,Self-Employed,641,South,13,Active,25214.29753
71449,5234,Credit Card,2835328,13.05,24,23,137840,Salaried,785,East,22,Paid,133555.7627
71450,5643,Home,3170883,13.93,24,45,190162,Salaried,405,West,21,Paid,150524.4584
71451,6481,Home,1253148,9.7,12,44,98751,Self-Employed,389,East,12,Paid,114558.613
71452,6011,Auto,4864123,18.07,24,56,155209,Self-Employed,334,North,14,Paid,239294.5844
71453,5484,Credit Card,4935093,18.34,12,53,187933,Salaried,557,East,12,Paid,486682.4214
71454,5400,Personal,2182088,9.67,36,42,43326,Salaried,826,West,5,Paid,66474.88638
71455,6074,Home,2939015,15.69,12,59,127269,Self-Employed,798,South,1,Active,283345.5378
71456,6413,Personal,4086371,19.71,240,21,94556,Salaried,451,East,4,Paid,20382.47802
71457,5790,Personal,816761,11.13,24,48,62626,Salaried,338,South,14,Paid,37819.43747
71458,5587,Auto,2477476,18.01,60,46,103165,Salaried,418,South,14,Paid,48727.82379
71459,5820,Credit Card,4689766,9.51,12,23,170258,Self-Employed,583,West,14,Paid,427980.2289
71460,6367,Credit Card,70903,9.1,120,56,166715,Salaried,403,North,18,Active,644.6264417
71461,5154,Personal,1132014,16.65,60,53,181101,Self-Employed,364,South,0,Default,22008.23885
71462,6401,Credit Card,3393892,16.86,24,55,155533,Self-Employed,354,West,0,Paid,165254.258
71463,5368,Personal,1912682,14.47,120,25,65102,Salaried,691,West,8,Active,18245.39238
71464,5602,Personal,4657646,8.16,24,53,160498,Salaried,361,West,10,Paid,209904.5797
71465,5952,Home,988501,19.14,36,53,135432,Self-Employed,313,West,1,Paid,32713.89143
71466,6159,Auto,1725117,14.46,36,47,134079,Salaried,397,West,2,Default,54849.13662
71467,6025,Credit Card,4005227,10.94,60,26,134665,Self-Employed,854,South,5,Paid,74056.64723
71468,5986,Home,4965589,20.28,60,28,26775,Salaried,681,West,6,Paid,99543.50749
71469,6356,Auto,4967876,8.3,36,40,196132,Self-Employed,872,North,0,Default,149450.2697
71470,5780,Home,554193,19.09,60,21,61373,Self-Employed,490,East,3,Paid,10999.8074
71471,5760,Credit Card,2535278,19.29,60,37,89443,Salaried,639,East,18,Default,50405.5521
71472,5554,Home,1173374,19.36,240,43,93049,Salaried,711,East,20,Paid,5835.580027
71473,5583,Home,848092,21.66,60,57,151784,Salaried,673,North,11,Active,17196.47879
71474,5953,Home,720440,21.89,36,44,47060,Salaried,590,East,5,Default,24392.89767
71475,6357,Personal,621734,12.49,36,31,64621,Self-Employed,521,North,6,Active,19427.46046
71476,6379,Auto,4485402,10.48,36,52,97093,Salaried,889,East,15,Paid,137652.0036
71477,5809,Credit Card,766870,19.92,120,48,123974,Salaried,811,East,15,Default,7663.587533
71478,5134,Personal,3228529,13.66,24,32,46089,Self-Employed,566,East,9,Paid,152897.7526
71479,5231,Personal,707963,20.61,12,41,94753,Self-Employed,701,East,23,Paid,71156.18119
71480,5429,Home,4853883,13.58,36,52,98851,Self-Employed,328,South,6,Paid,153140.0087
71481,5428,Personal,456536,13.22,36,23,118237,Self-Employed,484,North,1,Paid,14358.0572
71482,5947,Personal,1096441,13.34,60,55,171176,Salaried,501,South,20,Paid,20711.77049
71483,5391,Credit Card,2321969,11.47,240,21,39044,Self-Employed,313,West,4,Paid,10784.57852
71484,5476,Auto,4911318,14.05,120,52,145033,Salaried,866,North,2,Paid,46677.98483
71485,5754,Credit Card,4404221,10.45,120,55,194613,Salaried,326,North,1,Paid,40537.18412
71486,6070,Personal,1120426,17.51,24,56,88735,Self-Employed,591,East,1,Active,54858.85803
71487,5098,Home,3380184,12.88,240,51,128299,Salaried,601,South,3,Paid,15898.13208
71488,5835,Auto,2348704,15.32,36,40,95251,Salaried,339,South,6,Paid,75236.81813
71489,6451,Personal,4333446,8.07,24,56,195995,Salaried,392,North,20,Paid,195131.4622
71490,5445,Home,3387721,14.83,36,26,97877,Salaried,319,East,2,Paid,108058.8896
